date,precipitation,temp_max,temp_min,wind
01/01/12,1.8,10,3.3,5.1
02/01/12,0,10,0.6,8.7
03/01/12,0,0.6,-8.9,8.2
04/01/12,0,-1.7,-10.6,5.5
05/01/12,0,5.6,-3.3,5.4
06/01/12,0,12.2,0,4.6
07/01/12,0,16.1,2.2,4.7
08/01/12,0,8.9,0.6,6.2
09/01/12,0,3.9,-1.7,2.7
10/01/12,0,8.9,-1.1,5.5
11/01/12,3,8.3,-0.6,3.6
12/01/12,22.9,9.4,5.6,6.1
13/01/12,0,10,-1.7,11.4
14/01/12,0,1.1,-2.8,8.1
15/01/12,0,-2.2,-8.9,7.6
16/01/12,0,3.9,-10,5.3
17/01/12,5.8,10,2.8,5.2
18/01/12,0,11.7,-4.4,8.8
19/01/12,0,3.3,-7.8,4.7
20/01/12,0,2.8,-2.8,5.9
21/01/12,4.3,-1.7,-5,6.2
22/01/12,0,1.1,-7.8,4.2
23/01/12,5.8,10.6,0.6,5.1
24/01/12,0,12.2,4.4,5.4
25/01/12,0,7.8,2.8,5.6
26/01/12,4.6,6.7,1.1,2.6
27/01/12,7.4,14.4,6.7,7.3
28/01/12,0,7.8,2.8,6
29/01/12,0,6.7,0.6,7
30/01/12,0,5,1.1,7.1
31/01/12,0,13.9,2.8,4.9
01/02/12,0.8,17.8,5.6,5.2
02/02/12,0,10.6,2.2,5.7
03/02/12,0,7.2,-1.1,6.1
04/02/12,0,8.3,1.7,4.3
05/02/12,0,5,0.6,3.8
06/02/12,0,10.6,-1.7,6.3
07/02/12,0,10.6,1.1,5.7
08/02/12,1,3.9,-0.6,2.2
09/02/12,0,8.3,-0.6,5
10/02/12,0,7.2,-1.1,4.3
11/02/12,3,3.3,0.6,4.4
12/02/12,0,1.7,-6.1,9.5
13/02/12,0,6.7,-1.7,7.8
14/02/12,0.8,7.2,1.7,3.2
15/02/12,0.3,7.8,2.8,3
16/02/12,3,6.7,-0.6,2.4
17/02/12,1,11.7,2.8,5.3
18/02/12,0.3,7.8,2.2,5.4
19/02/12,0,7.8,0.6,4.1
20/02/12,0,8.9,-0.6,5.9
21/02/12,0,8.3,-3.3,4.7
22/02/12,0,13.9,2.2,5.4
23/02/12,0,16.1,5.6,5.5
24/02/12,9.4,7.8,3.3,5.8
25/02/12,0,8.3,1.7,12.3
26/02/12,0,7.2,-1.1,6
27/02/12,0,10.6,-0.6,6.4
28/02/12,0,10.6,3.3,6.1
29/02/12,12.4,7.2,1.1,4.9
01/03/12,2.8,5.6,2.2,4.7
02/03/12,3.8,6.1,0.6,5.4
03/03/12,3.6,13.3,6.1,5.8
04/03/12,0,8.3,2.2,5.6
05/03/12,0,7.8,-1.7,7.6
06/03/12,0,5,-3.3,6.3
07/03/12,0,11.7,2.8,6.3
08/03/12,0,15,7.8,8.2
09/03/12,1.8,11.7,2.8,7.9
10/03/12,0,6.1,-1.7,6
11/03/12,0,13.9,2.2,6.1
12/03/12,0,16.7,4.4,4
13/03/12,2,16.1,9.4,3.8
14/03/12,0,22.2,8.3,4.3
15/03/12,0,8.3,6.1,4.7
16/03/12,0.5,9.4,6.1,3.1
17/03/12,0,15,4.4,2.9
18/03/12,0,12.8,7.2,3.1
19/03/12,0,17.8,7.2,3.1
20/03/12,0,20.6,10.6,2.1
21/03/12,0,18.3,11.7,2.1
22/03/12,0,18.9,11.7,2.4
23/03/12,0,25,11.7,3.6
24/03/12,3,16.1,8.9,5.2
25/03/12,1,10.6,7.2,4.3
26/03/12,0,13.9,1.7,9.5
27/03/12,0,11.7,-0.6,6.5
28/03/12,0.3,17.8,5.6,5.2
29/03/12,0,17.2,6.7,8.9
30/03/12,1,12.2,3.9,5.1
31/03/12,8.9,6.7,3.9,4.8
01/04/12,7.6,11.1,5.6,3.8
02/04/12,2.5,14.4,4.4,8.4
03/04/12,0,18.9,4.4,5.5
04/04/12,0,21.1,8.3,6.7
05/04/12,0,15,5.6,5
06/04/12,0,15,2.8,5.1
07/04/12,0,16.7,4.4,6.8
08/04/12,0,20,7.8,6.7
09/04/12,0,18.3,10,9.7
10/04/12,0,16.7,6.1,6.3
11/04/12,0,12.2,6.1,5
12/04/12,0,16.7,6.7,5.3
13/04/12,0,16.7,6.7,4.8
14/04/12,0,18.9,7.2,4.3
15/04/12,0,24.4,12.8,3.6
16/04/12,0,25,12.2,3.4
17/04/12,0,27.2,13.9,5.6
18/04/12,0,17.2,10,4.8
19/04/12,0,17.2,9.4,3.4
20/04/12,0,18.9,9.4,3.6
21/04/12,2.5,18.9,12.2,5.3
22/04/12,54.4,13.9,9.4,7.6
23/04/12,6.9,14.4,6.1,7.4
24/04/12,0,17.2,5.6,8.4
25/04/12,0,15,4.4,3.4
26/04/12,1.5,15.6,5,3.8
27/04/12,0,13.9,5.6,9.9
28/04/12,0,14.4,4.4,5.9
29/04/12,0,18.3,6.7,5.6
30/04/12,0,13.9,6.1,4.4
01/05/12,23.9,21.1,11.1,4.8
02/05/12,0.8,12.2,10.6,3.6
03/05/12,16.5,13.9,10.6,3
04/05/12,7.1,20.6,11.7,2.5
05/05/12,1.8,15,12.8,2.5
06/05/12,0,16.7,10,2.9
07/05/12,0,15.6,10,3.4
08/05/12,2.3,17.8,12.8,7.8
09/05/12,35.6,17.2,14.4,3.5
10/05/12,5.6,19.4,10.6,6.2
11/05/12,0,21.7,10,6.2
12/05/12,0,23.9,10,4.1
13/05/12,0,23.9,14.4,4.8
14/05/12,0,21.1,16.1,4.2
15/05/12,14.5,17.2,15.6,5.3
16/05/12,0.5,22.2,15,3.5
17/05/12,0,22.8,12.8,4
18/05/12,0,20.6,10.6,3.6
19/05/12,0,25.6,11.1,2.9
20/05/12,0,25.6,12.8,4.9
21/05/12,44.7,17.8,15.6,3.8
